"id","alat","alon","address","district","plz","educational","topics","languages","name","type","parent","parentType","mo_o","mo_c","tu_o","tu_c","we_o","we_c","th_o","th_c","fr_o","fr_c","all","over","under"
"1312","52.44608","13.3078","Moltkestr. 47","Lichterfelde","12203","12|2","2|4","","EKT - Blumenladen","1","85","2","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","15:00","19","14","5"
"2819","52.53181","13.43103","Esmarchstr. 24","Prenzlauer Berg","10407","","","","EKT - Bötzowstrolche","1","86","2","0","0","0","0","0","0","0","0","0","0","18","13","5"
"753","52.48094","13.36277","Leuthener Str. 8","Schöneberg","10829","2","","","EKT - Brei nach Neun","1","87","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","18","11","7"
"940","52.48526","13.38694","Platz der Luftbrücke 1 Flughafen Tempelhof","Tempelhof","12101","","","","EKT - BuDdelKiste","1","88","2","0","0","0","0","0","0","0","0","0","0","45","35","10"
"1912","52.49443","13.36714","Bülowstr. 52","Schöneberg","10783","","","","EKT - Bülowstr.","1","89","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","15","10","5"
"1798","52.48295","13.32128","Am Volkspark 83","Wilmersdorf","10715","2","","","EKT - Chiquitita","1","90","2","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","40","23","17"
"555","52.5239","13.30223","Mierendorffstr. 21","Charlottenburg","10589","","4","","EKT - CIP City-Initiative f. Eltern- ","1","91","2","07:00","16:30","07:00","16:30","07:00","16:30","07:00","16:30","07:00","16:30","36","21","15"
"696","52.50275","13.36147","Kluckstr. 29","Tiergarten","10785","2","3","6","EKT - Cocorico et Co","1","92","2","07:45","17:00","07:45","17:00","07:45","17:00","07:45","17:00","07:45","17:00","19","19","0"
"1633","52.48733","13.39362","Willibald-Alexis-Str. 34","Kreuzberg","10965","","","","EKT - Combo","1","93","2","0","0","0","0","0","0","0","0","0","0","17","12","5"
"307129","52.53082","13.42294","Heinrich-Roller-Str. 20","Prenzlauer Berg","10405","","","","EKT - Der Hummer aus Toronto","1","94","1","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","35","23","12"
"840","52.5326","13.34093","Birkenstr. 33","Moabit","10559","10|2","","","EKT - Der Kick - Initiative im Kiez","1","95","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","16","8","8"
"932","52.49414","13.41887","Graefestr. 84","Kreuzberg","10967","0","0|1|3|4|6","3","EKT - Der kleine Horrorladen","1","96","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","15","11","4"
"1504","52.56201","13.36058","Holländerstr. 14","Reinickendorf","13407","","","","EKT - Die Entdecker (1)","1","97","2","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","23","23","0"
"100001","52.56217","13.35767","Holländerstr. 23","Reinickendorf","13407","","","","EKT - Die Entdecker (2)","1","97","2","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","15","15","0"
"578229","52.56217","13.35767","Holländerstr. 23","Reinickendorf","13407","","","","EKT - Die Entdecker (III)","1","97","2","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","14","14","0"
"1507","52.6106","13.24744","Am Bärensprung 36","Heiligensee","13503","2","6","","EKT - Die Igelkinder","1","98","2","07:00","16:30","07:00","16:30","07:00","16:30","07:00","16:30","07:00","16:00","24","14","10"
"1205","52.55185","13.36124","Liebenwalder Str. 44","Wedding","13347","2","1|3|4","","EKT - Die kleinen Chaoten","1","99","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","23","21","2"
"1812","52.48003","13.3214","Koblenzer Str. 7","Wilmersdorf","10715","","","","EKT - Die Lauser","1","100","2","0","0","0","0","0","0","0","0","0","0","16","16","0"
"1913","52.48118","13.35923","Cheruskerstr. 17","Schöneberg","10829","","2","","EKT - Die Meckerbeine","1","101","2","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","13","13","0"
"2518","52.5651","13.39004","Sternstr. 9","Gesundbrunnen","13359","","","","EKT - Die Ministerne","1","102","2","06:30","16:30","06:30","16:30","06:30","16:30","06:30","16:30","06:30","16:30","16","16","0"
"2485","52.5876","13.40265","Heinrich-Böll-Str. 1","Niederschönhausen","13156","","","","EKT - Die Pankis","1","103","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","30","19","11"
"1151","52.49049","13.39154","Riemannstr. 17","Kreuzberg","10961","","","","EKT - Die Panzerknacker","1","104","2","0","0","0","0","0","0","0","0","0","0","34","34","0"
"1761","52.52611","13.18052","Seeburger Str. 41","Wilhelmstadt","13581","","","","EKT - Die Seeburg","1","105","2","0","0","0","0","0","0","0","0","0","0","16","11","5"
"941","52.44132","13.42468","Mohriner Allee 67","Britz","12349","2","1|4","","EKT - Dinglhopper","1","106","2","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","40","30","10"
"1804","52.48816","13.32151","Fechnerstr. 13","Wilmersdorf","10717","9|4|2","0|1|3|4|6","","EKT - Donnerbagger","1","107","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","12","7","5"
"1559","52.55358","13.36538","Oudenarder Str. 1B","Wedding","13347","","","","EKT - Doppelpünktchen","1","108","2","08:00","17:00","08:00","16:00","08:00","17:00","08:00","17:00","08:00","17:00","17","12","5"
"339","52.54738","13.20514","Jagowstr. 16A","Spandau","13585","","","","EKT - Dreiecke und Kreise","1","109","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","24","21","3"
"914","52.50102","13.30228","Roscherstr. 14","Charlottenburg","10629","","","","EKT - Droysen-Mäuse","1","110","2","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","07:30","16:30","81","54","27"
"866","52.51768","13.29431","Neufertstr. 12","Charlottenburg","14059","","","","EKT - Drunter und Drüber","1","111","2","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","14","14","0"
"2327","52.52752","13.34299","Stromstr. 58","Moabit","10559","0","","","EKT - Drunter und Drüber","1","112","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","19","13","6"
"394","52.50206","13.26324","Harbigstr. 14","Westend","14055","","","","EKT - Eichhörnchen","1","113","2","07:45","16:00","07:45","16:00","07:45","16:00","07:45","16:00","07:45","16:00","18","13","5"
"655","52.49581","13.26618","Eichkatzweg 11","Westend","14055","","","","EKT - Eichkatzweg","1","114","2","0","0","0","0","0","0","0","0","0","0","13","13","0"
"885","52.48882","13.42688","Hobrechtstr. 17","Neukölln","12047","","","","EKT - Einstürzende Bauklötze","1","115","2","0","0","0","0","0","0","0","0","0","0","15","15","0"
"1508","52.64185","13.29672","Königsbacher Zeile 49","Frohnau","13465","","","","EKT - Ententeich","1","116","2","0","0","0","0","0","0","0","0","0","0","16","14","2"
"124","52.53581","13.4099","Choriner Str. 30","Prenzlauer Berg","10435","2","","","EKT - Erdnuckel","1","117","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","19","18","1"
"1588","52.49759","13.41303","Erkelenzdamm 49","Kreuzberg","10999","","","","EKT - Fajam","1","118","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1571","52.49623","13.32911","Pariser Str. 3","Wilmersdorf","10719","","","","EKT - Finowkids","1","119","2","08:00","17:30","08:00","17:30","08:00","17:30","08:00","17:30","08:00","17:30","22","15","7"
"1707","52.50513","13.29948","Stuttgarter Platz 20","Charlottenburg","10627","","","","EKT - Firlefanz","1","120","2","08:30","16:00","08:30","16:00","08:30","16:00","08:30","16:00","08:30","16:00","17","15","2"
"412","52.46593","13.31982","Markelstr. 24A","Steglitz","12163","0","","","EKT - Fliegenpilz","1","121","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","16","16","0"
"656","52.505","13.29498","Holtzendorffstr. 14","Charlottenburg","14057","","","","EKT - Flitzpiepen","1","122","2","0","0","0","0","0","0","0","0","0","0","19","13","6"
"2373","52.55417","13.39181","Eulerstr. 10","Gesundbrunnen","13357","0","0|1|3|4|6|5","","EKT - Flohzirkus Wedding","1","123","2","0","0","0","0","0","0","0","0","0","0","18","14","4"
"1254","52.49018","13.34622","Rosenheimer Str. 28","Schöneberg","10781","0","","","EKT - Frechdachs","1","124","2","0","0","0","0","0","0","0","0","0","0","16","10","6"
"2316","52.52167","13.3357","Elberfelder Str. 18","Moabit","10555","2","","","EKT - Frecher Spatz","1","125","2","0","0","0","0","0","0","0","0","0","0","20","20","0"
"341","52.46637","13.34043","Menzelstr. 26","Schöneberg","12157","2","","","EKT - Friedenauer Elterninitiative","1","126","2","08:30","16:30","08:30","16:30","08:30","16:30","08:30","16:30","08:30","16:30","20","20","0"
"993","52.52591","13.31027","Kaiserin-Augusta-Allee 41","Charlottenburg","10589","3","3|4","","EKT - Gesellschaft f.intern.Kultur- u.Bildungsarbeit","1","127","2","07:15","16:15","07:30","17:00","07:30","17:00","07:30","17:00","07:15","17:00","62","39","23"
"2752","52.52271","13.45261","Straßmannstr. 36","Friedrichshain","10249","17|3","0|1|2|3|4|6","1","EKT - Grüne Wolke","1","128","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","19","14","5"
"1620","52.48692","13.3914","Fidicinstr. 32","Kreuzberg","10965","2","","","EKT - Kalle Kirschkern e.V.","1","129","1","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","16","11","5"
"723","52.51779","13.30252","Gierkezeile 42","Charlottenburg","10585","2","0|1|4|6","","EKT - Karamell","1","130","2","0","0","0","0","0","0","0","0","0","0","23","18","5"
"1698","52.51346","13.29302","Knobelsdorffstr. 24","Charlottenburg","14059","2","0|1|3|4|6","","EKT - Kartoffelladen","1","131","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","18","13","5"
"1437","52.417","13.40333","Schlierbacher Weg 18","Buckow","12349","","","","EKT - Kasperle","1","132","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","15:30","25","15","10"
"549","52.45848","13.33146","Menckenstr. 1","Steglitz","12169","2","","","EKT - Kasymir","1","133","2","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:00","21","15","6"
"902","52.48707","13.37642","Katzbachstr. 19","Kreuzberg","10965","","","","EKT - Katzbach-Piraten","1","134","2","07:30","16:00","07:30","16:00","07:30","16:00","07:30","16:00","07:30","16:00","17","15","2"
"662","52.48781","13.3207","Gasteiner Str. 14","Wilmersdorf","10717","2","","","EKT - Kiga für musische und sprachliche Erziehung","1","135","2","07:30","16:00","07:30","16:00","07:30","16:00","07:30","16:00","07:30","16:00","33","27","6"
"2372","52.55047","13.38075","Bastianstr. 18","Gesundbrunnen","13357","2","","","EKT - Kila Spatzenkinder","1","136","2","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","18","18","0"
"1609","52.49873","13.43653","Lübbener Str. 26","Kreuzberg","10997","11|2","2|3","0|7|8|3","EKT - Kinder einer Erde","1","137","2","08:30","17:30","08:30","17:30","08:30","17:30","08:30","17:30","08:30","17:30","28","14","14"
"2445","52.53632","13.40667","Schwedter Str. 29 - 36","Prenzlauer Berg","10437","18|10|0|2","","","EKT - Kinder Sorpresa","1","138","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","37","37","0"
"346","52.51373","13.29462","Nehringstr. 16A","Charlottenburg","14059","2","0|1|2|3|4|6|7|5","3","EKT - Kinderbegegnungsstätte Atatürk","1","139","2","08:00","17:30","08:00","17:30","08:00","17:30","08:00","17:30","08:00","17:30","26","18","8"
"191","52.51302","13.46251","Scharnweberstr. 33","Friedrichshain","10247","","","","EKT - Kinderbüro","1","140","2","0","0","0","0","0","0","0","0","0","0","20","20","0"
"1200","52.49167","13.43327","Maybachufer 39","Neukölln","12047","","","","EKT - Kinderfan","1","141","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","19","19","0"
"657","52.52008","13.30219","Lohmeyerstr. 12","Charlottenburg","10587","","","","EKT - Kindergarten am Schloß Charlottenburg","1","142","2","06:30","16:30","06:30","16:30","06:30","16:30","06:30","16:30","06:30","16:30","25","19","6"
"1190","52.5201","13.30175","Lohmeyerstr. 21","Charlottenburg","10587","","","","EKT - Kindergarten am Schloß Charlottenburg","1","142","2","06:30","16:30","06:30","16:30","06:30","16:30","06:30","16:30","06:30","16:30","22","15","7"
"1544","52.52047","13.30172","Eosanderstr. 13","Charlottenburg","10587","","","","EKT - Kindergarten am Schloß Charlottenburg","1","142","2","06:45","16:45","06:45","16:45","06:45","16:45","06:45","16:45","06:45","16:45","50","40","10"
"1929","52.48373","13.36296","Gustav-Müller-Platz 5","Schöneberg","10829","","","","EKT - Kindergruppe Bunte Knospe","1","143","2","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","16","16","0"
"1523","52.48717","13.27113","Koenigsallee 35","Grunewald","14193","2","","","EKT - Kindergruppe Hasensprung","1","144","2","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","17","14","3"
"1677","52.51098","13.28358","Fredericiastr. 30","Westend","14059","","","","EKT - Kindergruppe Lassymoss","1","145","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","16:00","16","12","4"
"1800","52.47209","13.30981","Binger Str. 65","Wilmersdorf","14197","2","4","","EKT - Kinderhaus Binger Straße","1","146","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","40","40","0"
"1757","52.54742","13.205","Jagowstr. 16","Spandau","13585","2","","","EKT - Kinderhaus Gruberzeile","1","147","2","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","20","15","5"
"1861","52.41331","13.26096","Pfarrlandstr. 26","Zehlendorf","14165","12","","","EKT - Kinderhaus Schönow","1","148","2","07:30","15:30","07:30","15:30","07:30","15:30","07:30","15:30","07:30","15:30","18","15","3"
"812","52.50306","13.42231","Waldemarstr. 57","Kreuzberg","10999","2","","","EKT - Kinderhaus Waldemar Elterninitiative","1","149","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","86","86","0"
"2387","52.54879","13.37175","Wiesenstr. 28","Gesundbrunnen","13357","","","","EKT - Kinderhütte Wiesenstraße","1","150","2","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","21","21","0"
"1678","52.5046","13.29758","Friedbergstr. 5","Charlottenburg","14057","","","","EKT - Kinderladen - was sonst","1","151","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","22","22","0"
"1684","52.50906","13.31849","Goethestr. 13","Charlottenburg","10625","","","","EKT - Kinderladen 1 Goethestraße (EG rechts)","1","152","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","11","11","0"
"2334","52.52733","13.35134","Wilsnacker Str. 62","Moabit","10559","2","6","","EKT - Kinderladen Badehaus","1","153","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","16:00","26","17","9"
"1622","52.49974","13.42438","Oranienstr. 202","Kreuzberg","10999","","","","EKT - Kinderladen Bande","1","154","2","0","0","0","0","0","0","0","0","0","0","14","14","0"
"2695","52.50906","13.31849","Goethestr. 13","Charlottenburg","10625","","","","EKT - Kinderladen Goethestraße (EG links)","1","152","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","15","15","0"
"650","52.49251","13.38628","Yorckstr. 88H","Kreuzberg","10965","0","","","EKT - Kinderladen Luftabong","1","155","2","0","0","0","0","0","0","0","0","0","0","18","18","0"
"529","52.46602","13.43351","Kranoldstr. 9","Neukölln","12051","","","","EKT - Kinderladen Pimpinella","1","156","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","28","16","12"
"348","52.55452","13.46034","Amalienstr. 1 -3","Weißensee","13086","2","6","","EKT - Kinderladen Villa Honighut","1","157","2","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","41","33","8"
"1319","52.46165","13.34424","Thorwaldsenstr. 29","Steglitz","12157","","","","EKT - Kinderladen Zweitausendfüßler","1","158","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","16","13","3"
"583","52.4458","13.36802","Kurfürstenstr. 114","Mariendorf","12105","","","","EKT - Kinderladeninitiative Tempelhof","1","159","2","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","18","18","0"
"2669","52.40883","13.54146","Tulpenweg 39","Altglienicke","12524","19","","","EKT - Kinderland Biene Maja","1","160","2","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","23","17","6"
"100016","52.50403","13.48093","Kaskelstr. 41","Rummelsburg","10317","","","","EKT  Kinderleben - Kind erleben","1","161","2","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","20","15","5"
"1351","52.45814","13.36986","Alboinstr. 113","Tempelhof","12105","0|2","2|4","","EKT - Kinderspielkreis Alboinplatz","1","162","2","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","17","14","3"
"1598","52.49614","13.40011","Johanniterstr. 17","Kreuzberg","10961","13|2","0|1|2|3|4|6","8|3","EKT - Kindervilla Waldemar","1","163","2","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","87","66","21"
